Importing NLTK
Done!
Getting CMUDict
Done!
Getting tagged words from Treebank corpus
         4627650 function calls (4620864 primitive calls) in 6.715 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mapping.py:30(<module>)
        1    0.000    0.000    0.000    0.000 ipipan.py:8(<module>)
       25    0.000    0.000    0.000    0.000 lazyimport.py:124(__setattr__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:788(addgroup)
        1    0.000    0.000    0.001    0.001 api.py:12(<module>)
        1    0.000    0.000    0.000    0.000 ibm2.py:9(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:880(ZipFile)
        1    0.000    0.000    0.000    0.000 <string>:5(ModuleInfo)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wordnet.py:8(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method urandom}
        1    0.000    0.000    0.000    0.000 client.py:719(HTTPConnection)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.003    0.003 treebank.py:17(<module>)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        1    0.000    0.000    0.000    0.000 pickle.py:348(_Pickler)
        1    0.000    0.000    0.000    0.000 threading.py:742(Thread)
        1    0.000    0.000    0.000    0.000 calendar.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 client.py:273(HTTPResponse)
        1    0.000    0.000    0.000    0.000 tarfile.py:1375(TarFile)
        1    0.000    0.000    0.000    0.000 decoder.py:287(__init__)
        6    0.000    0.000    0.000    0.000 chart.py:1073(__init__)
        1    0.000    0.000    0.000    0.000 em.py:7(<module>)
        1    0.000    0.000    0.001    0.001 regexp.py:21(ChunkString)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 inspect.py:2298(Signature)
        2    0.000    0.000    0.000    0.000 abc.py:178(__instancecheck__)
        1    0.000    0.000    0.000    0.000 framenet.py:451(FramenetCorpusReader)
        1    0.000    0.000    0.000    0.000 logic.py:28(Tokens)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 util.py:34(StreamBackedCorpusView)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 logic.py:58(<listcomp>)
        1    0.000    0.000    0.000    0.000 gaac.py:7(<module>)
       14    0.000    0.000    0.000    0.000 numerictypes.py:185(english_capitalize)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 functools.py:420(decorating_function)
        1    0.000    0.000    0.000    0.000 request.py:2230(ftpwrapper)
        1    0.000    0.000    0.001    0.001 internals.py:334(decorator)
        1    0.000    0.000    0.000    0.000 sentiwordnet.py:35(<module>)
       45    0.000    0.000    0.000    0.000 {built-in method divmod}
        4    0.000    0.000    0.000    0.000 __init__.py:361(__getattr__)
        1    0.000    0.000    0.000    0.000 naivebayes.py:31(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       18    0.000    0.000    0.000    0.000 _collections_abc.py:456(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2697(Menu)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:419(get)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.001    0.001 punkt.py:377(PunktToken)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 logic.py:867(Expression)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        5    0.000    0.000    0.000    0.000 nkjp.py:18(_parse_args)
        1    0.000    0.000    0.008    0.008 util.py:14(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
        1    0.000    0.000    0.002    0.002 verbnet.py:23(VerbnetCorpusReader)
        1    0.000    0.000    0.190    0.190 segmentation.py:42(<module>)
        1    0.000    0.000    0.000    0.000 confusionmatrix.py:8(<module>)
        9    0.000    0.000    0.000    0.000 core.py:2433(__init__)
        1    0.000    0.000    0.000    0.000 lancaster.py:11(<module>)
        1    0.000    0.000    0.003    0.003 treebank.py:23(TreebankWordTokenizer)
        1    0.000    0.000    0.000    0.000 senna.py:38(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:113(deprecate)
        1    0.000    0.000    0.000    0.000 bnc.py:8(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:210(__init__)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       42    0.000    0.000    0.000    0.000 grammar.py:641(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.008    0.008 cElementTree.py:3(<module>)
       52    0.000    0.000    0.000    0.000 _compat_pickle.py:136(<genexpr>)
       11    0.000    0.000    0.000    0.000 opcode.py:45(name_op)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 random.py:93(seed)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        1    0.000    0.000    0.000    0.000 porter.py:85(<module>)
       42    0.000    0.000    0.000    0.000 grammar.py:642(<genexpr>)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        5    0.000    0.000    0.000    0.000 enum.py:47(__init__)
        1    0.000    0.000    0.000    0.000 rslp.py:33(<module>)
        1    0.000    0.000    0.000    0.000 featstruct.py:572(FeatDict)
        7    0.000    0.000    0.000    0.000 enum.py:241(__getattr__)
        1    0.000    0.000    0.000    0.000 drt.py:174(DrtExpression)
       40    0.000    0.000    0.000    0.000 numerictypes.py:158(english_upper)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        5    0.000    0.000    0.000    0.000 datetime.py:646(__new__)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 {built-in method warn}
        1    0.000    0.000    0.000    0.000 positivenaivebayes.py:76(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:241(__init__)
        4    0.000    0.000    0.000    0.000 ssl.py:318(__new__)
        1    0.000    0.000    0.005    0.005 __init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 featstruct.py:106(FeatStruct)
        1    0.000    0.000    0.000    0.000 decisiontree.py:21(DecisionTreeClassifier)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 datetime.py:616(date)
        1    0.000    0.000    0.081    0.081 api.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.006    0.006 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:271(BoxerOutputDrsParser)
        1    0.000    0.000    0.000    0.000 jsontags.py:16(<module>)
        1    0.000    0.000    0.000    0.000 udhr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:33(BZ2File)
        1    0.000    0.000    0.000    0.000 table.py:535(Table)
        1    0.000    0.000    0.001    0.001 messagebox.py:25(<module>)
        1    0.000    0.000    0.000    0.000 prover9.py:99(Prover9Parent)
        1    0.000    0.000    0.000    0.000 inspect.py:2086(Parameter)
        3    0.000    0.000    0.000    0.000 datetime.py:1300(__new__)
        2    0.000    0.000    0.001    0.000 cmudict.py:57(entries)
        1    0.000    0.000    0.000    0.000 util.py:1997(ColorizedList)
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.001    0.001 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 wordnet.py:112(_WordNetObject)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 paice.py:21(<module>)
        1    0.000    0.000    0.000    0.000 treetransforms.py:108(<module>)
        1    0.000    0.000    0.000    0.000 api.py:17(AlignedSent)
        1    0.000    0.000    0.000    0.000 datetime.py:1808(timezone)
        1    0.000    0.000    0.000    0.000 tagged.py:24(TaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 featstruct.py:878(FeatList)
       19    0.000    0.000    0.000    0.000 util.py:311(<genexpr>)
        1    0.000    0.000    0.000    0.000 conll.py:27(ConllCorpusReader)
       20    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 udhr.py:10(UdhrCorpusReader)
        1    0.000    0.000    0.001    0.001 inspect.py:1895(_signature_internal)
        1    0.000    0.000    0.000    0.000 sexpr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 prover9.py:251(Prover9)
       10    0.000    0.000    0.000    0.000 grammar.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 skolemize.py:9(<module>)
        1    0.000    0.000    0.000    0.000 hmm.py:98(HiddenMarkovModelTagger)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        1    0.000    0.000    0.000    0.000 request.py:1533(URLopener)
        2    0.000    0.000    0.000    0.000 __init__.py:335(__init__)
        1    0.000    0.000    0.000    0.000 dependency.py:18(DependencyCorpusReader)
        1    0.000    0.000    0.000    0.000 datetime.py:283(timedelta)
        2    0.000    0.000    0.000    0.000 sre_parse.py:859(expand_template)
        1    0.000    0.000    0.000    0.000 internals.py:305(_add_epytext_field)
        1    0.000    0.000    0.007    0.007 xmldocs.py:86(XMLCorpusView)
        1    0.000    0.000    0.000    0.000 distance.py:20(<module>)
        2    0.000    0.000    0.000    0.000 cmudict.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:211(_acquireLock)
        7    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 isri.py:31(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        1    0.000    0.000    0.000    0.000 pydoc.py:355(Doc)
       59    0.000    0.000    0.000    0.000 _compat_pickle.py:137(<genexpr>)
        1    0.000    0.000    0.000    0.000 font.py:6(<module>)
        1    0.000    0.000    0.000    0.000 evaluate.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ipipan.py:23(IPIPANCorpusReader)
        1    0.000    0.000    0.000    0.000 util.py:50(CanvasWidget)
        2    0.000    0.000    0.033    0.016 util.py:90(__getattr__)
        2    0.000    0.000    0.000    0.000 textwrap.py:367(fill)
        5    0.000    0.000    0.000    0.000 datetime.py:252(_check_date_fields)
        1    0.000    0.000    0.000    0.000 inspect.py:1056(formatargspec)
        1    0.000    0.000    0.000    0.000 socket.py:115(socket)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 grammar.py:420(CFG)
       46    0.000    0.000    0.000    0.000 {built-in method next}
        1    0.000    0.000    0.000    0.000 sexpr.py:78(__init__)
        1    0.000    0.000    0.000    0.000 logic.py:86(LogicParser)
        1    0.000    0.000    0.000    0.000 aligned.py:16(AlignedCorpusReader)
        1    0.000    0.000    0.000    0.000 resolution.py:464(BindingDict)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:742(Popen)
        5    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dependencygraph.py:33(DependencyGraph)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 wordfinder.py:10(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:132(<genexpr>)
        1    0.000    0.000    0.060    0.060 api.py:401(tagged_words)
        1    0.000    0.000    0.000    0.000 timit.py:136(TimitCorpusReader)
        1    0.000    0.000    0.000    0.000 ssl.py:341(SSLContext)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.003    0.003 downloader.py:406(__init__)
        1    0.000    0.000    0.000    0.000 weka.py:217(ARFF_Formatter)
        2    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 chunked.py:25(ChunkedCorpusReader)
        1    0.000    0.000    0.000    0.000 datetime.py:978(time)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2017(Chebyshev)
        1    0.000    0.000    0.000    0.000 constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nkjp.py:32(NKJPCorpusReader)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        1    0.000    0.000    0.000    0.000 hermite.py:1750(Hermite)
        1    0.000    0.000    0.000    0.000 api.py:570(TheoremToolThread)
        5    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        1    0.000    0.000    0.001    0.001 switchboard.py:41(SwitchboardCorpusReader)
        3    0.000    0.000    0.000    0.000 {built-in method seterrobj}
        1    0.000    0.000    0.000    0.000 ElementTree.py:122(Element)
        2    0.000    0.000    0.000    0.000 textwrap.py:101(__init__)
        1    0.000    0.000    0.000    0.000 lfg.py:14(FStructure)
        2    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:933(poly1d)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 propbank.py:163(PropbankInstance)
        1    0.000    0.000    0.000    0.000 __init__.py:2606(Listbox)
        2    0.000    0.000    0.005    0.002 grammar.py:1087(fromstring)
       19    0.000    0.000    0.000    0.000 grammar.py:483(<genexpr>)
        1    0.000    0.000    0.000    0.000 linearlogic.py:29(__init__)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        1    0.000    0.000    0.000    0.000 _iotools.py:248(NameValidator)
        2    0.000    0.000    0.000    0.000 reprlib.py:40(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
       81    0.000    0.000    0.000    0.000 {built-in method abs}
        1    0.000    0.000    0.000    0.000 hermite_e.py:1747(HermiteE)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 resolution.py:598(UnificationException)
        2    0.000    0.000    0.000    0.000 datetime.py:1002(__new__)
        2    0.000    0.000    0.000    0.000 types.py:115(__init__)
        1    0.000    0.000    0.000    0.000 util.py:459(PickleCorpusView)
        1    0.000    0.000    0.000    0.000 pydoc.py:1045(TextDoc)
        1    0.000    0.000    0.000    0.000 laguerre.py:1742(Laguerre)
       29    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 legendre.py:1770(Legendre)
        1    0.000    0.000    0.000    0.000 linearlogic.py:92(AtomicExpression)
        1    0.000    0.000    0.000    0.000 feature.py:11(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:491(QName)
        1    0.000    0.000    0.001    0.001 zipfile.py:627(ZipExtFile)
        2    0.000    0.000    0.000    0.000 __init__.py:1769(getLogger)
        1    0.000    0.000    0.000    0.000 grammar.py:716(FeatureGrammar)
        1    0.000    0.000    0.000    0.000 punkt.py:607(PunktTrainer)
        1    0.000    0.000    0.000    0.000 api.py:20(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method LoadLibrary}
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_split)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 chart.py:384(Chart)
        1    0.000    0.000    0.000    0.000 threading.py:1194(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1582(ArgumentParser)
        1    0.000    0.000    0.000    0.000 association.py:41(NgramAssocMeasures)
        1    0.000    0.000    0.000    0.000 api.py:357(SyntaxCorpusReader)
        1    0.000    0.000    0.000    0.000 warnings.py:335(__enter__)
        1    0.000    0.000    0.000    0.000 core.py:5832(MaskedConstant)
        1    0.000    0.000    0.000    0.000 ssl.py:334(Purpose)
        1    0.000    0.000    0.000    0.000 __init__.py:2035(Grid)
        1    0.000    0.000    0.000    0.000 nombank.py:164(NombankInstance)
        1    0.000    0.000    0.000    0.000 weakref.py:312(__init__)
        1    0.000    0.000    0.000    0.000 drt.py:656(DrtConcatenation)
        2    0.000    0.000    0.000    0.000 numeric.py:2428(seterr)
        1    0.000    0.000    0.000    0.000 tableau.py:31(TableauProver)
       40    0.000    0.000    0.000    0.000 grammar.py:280(rhs)
        5    0.000    0.000    0.000    0.000 datetime.py:263(_check_time_fields)
       46    0.000    0.000    0.000    0.000 {built-in method sizeof}
        1    0.000    0.000    0.000    0.000 warnings.py:61(simplefilter)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 request.py:1979(FancyURLopener)
        1    0.000    0.000    0.001    0.001 punkt.py:180(PunktLanguageVars)
        1    0.000    0.000    0.000    0.000 glue.py:117(GlueDict)
        1    0.000    0.000    0.000    0.000 argparse.py:144(HelpFormatter)
        1    0.000    0.000    0.000    0.000 util.py:769(SymbolWidget)
        1    0.000    0.000    0.000    0.000 internals.py:700(ElementWrapper)
        1    0.000    0.000    0.000    0.000 childes.py:28(CHILDESCorpusReader)
        1    0.000    0.000    0.000    0.000 drt.py:35(DrtTokens)
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2501(Entry)
        1    0.000    0.000    0.000    0.000 probability.py:60(FreqDist)
        1    0.000    0.000    0.000    0.000 resolution.py:160(Clause)
        1    0.000    0.000    0.000    0.000 font.py:25(Font)
        2    0.000    0.000    0.000    0.000 numeric.py:2524(geterr)
        1    0.000    0.000    0.000    0.000 nps_chat.py:20(NPSChatCorpusReader)
        1    0.000    0.000    0.000    0.000 text.py:261(Text)
        1    0.000    0.000    0.000    0.000 collocations.py:43(AbstractCollocationFinder)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 lazyimport.py:16(<module>)
       19    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        2    0.000    0.000    0.000    0.000 textwrap.py:132(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 glue.py:32(GlueFormula)
        1    0.000    0.000    0.000    0.000 punkt.py:1187(PunktSentenceTokenizer)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        2    0.000    0.000    0.001    0.000 enum.py:196(__call__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 boxer.py:48(Boxer)
        1    0.000    0.000    0.000    0.000 wordnet.py:192(Lemma)
        1    0.000    0.000    0.000    0.000 drt.py:921(DrsDrawer)
        1    0.000    0.000    0.000    0.000 __init__.py:750(Handler)
        1    0.000    0.000    0.000    0.000 dis.py:401(Bytecode)
        1    0.000    0.000    0.000    0.000 featstruct.py:1803(Feature)
        3    0.000    0.000    0.000    0.000 {built-in method log}
        1    0.000    0.000    0.000    0.000 util.py:51(ChunkScore)
        1    0.000    0.000    0.000    0.000 loader.py:51(TestLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:2836(Radiobutton)
        1    0.000    0.000    0.000    0.000 drt.py:275(DRS)
        1    0.000    0.000    0.000    0.000 socket.py:331(SocketIO)
        1    0.000    0.000    0.001    0.001 propbank.py:434(PropbankInflection)
        1    0.000    0.000    0.000    0.000 threading.py:570(Barrier)
        1    0.000    0.000    0.000    0.000 logic.py:1123(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 api.py:9(<module>)
        1    0.000    0.000    0.001    0.001 inspect.py:919(getargspec)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 data.py:327(BufferedGzipFile)
        1    0.000    0.000    0.000    0.000 util.py:560(AbstractLazySequence)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 re.py:167(search)
        8    0.000    0.000    0.000    0.000 __future__.py:77(__init__)
        1    0.000    0.000    0.000    0.000 brill_trainer.py:26(BrillTaggerTrainer)
        1    0.000    0.000    0.001    0.001 lin.py:16(LinThesaurusCorpusReader)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1311(is_package)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 regexp.py:78(RegexpTokenizer)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:2118(__init__)
        2    0.000    0.000    0.000    0.000 featstruct.py:1810(__init__)
        1    0.000    0.000    0.000    0.000 re.py:202(findall)
        1    0.000    0.000    0.000    0.000 feature.py:14(Feature)
        1    0.000    0.000    0.000    0.000 error.py:38(HTTPError)
       17    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.000    0.000 recursivedescent.py:19(RecursiveDescentParser)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 data.py:440(ZipFilePathPointer)
        1    0.000    0.000    0.000    0.000 {built-in method _getdefaultlocale}
        1    0.000    0.000    0.000    0.000 rule.py:97(Rule)
        2    0.000    0.000    0.000    0.000 core.py:808(__init__)
        1    0.000    0.000    0.000    0.000 minimalset.py:8(<module>)
        1    0.000    0.000    0.000    0.000 template.py:66(Template)
       22    0.000    0.000    0.000    0.000 {built-in method proxy}
        1    0.000    0.000    0.000    0.000 bnc.py:155(BNCWordView)
        1    0.000    0.000    0.000    0.000 tree.py:829(ImmutableTree)
        1    0.000    0.000    0.000    0.000 random.py:84(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 data.py:278(FileSystemPathPointer)
        1    0.000    0.000    0.000    0.000 filedialog.py:26(FileDialog)
        1    0.000    0.000    0.000    0.000 __init__.py:759(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:1529(vectorize)
        1    0.000    0.000    0.000    0.000 internals.py:399(Counter)
        6    0.000    0.000    0.000    0.000 wordnet.py:996(<genexpr>)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
        1    0.000    0.000    0.000    0.000 wsd.py:10(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:328(wrap)
        2    0.000    0.000    0.000    0.000 ntpath.py:97(isabs)
        1    0.000    0.000    0.000    0.000 getlimits.py:24(finfo)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 __init__.py:210(Variable)
        1    0.000    0.000    0.000    0.000 tree.py:449(TreeWidget)
        2    0.000    0.000    0.000    0.000 lexicon.py:46(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method exp}
        1    0.000    0.000    0.000    0.000 drt.py:50(DrtParser)
        1    0.000    0.000    0.000    0.000 lazyimport.py:84(__lazymodule_import)
        2    0.000    0.000    0.000    0.000 regexp.py:166(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:964(_register_types)
        1    0.000    0.000    0.000    0.000 __init__.py:1219(Logger)
        2    0.000    0.000    0.000    0.000 util.py:419(<genexpr>)
        1    0.000    0.000    0.000    0.000 brill.py:192(BrillTagger)
        3    0.000    0.000    0.000    0.000 core.py:747(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:998(SafeEval)
        1    0.000    0.000    0.000    0.000 crf.py:23(CRFTagger)
        1    0.000    0.000    0.000    0.000 ntpath.py:81(normcase)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 chart.py:50(CCGEdge)
        1    0.000    0.000    0.000    0.000 chart.py:72(CCGLeafEdge)
        1    0.000    0.000    0.000    0.000 maxent.py:81(MaxentClassifier)
        1    0.000    0.000    0.000    0.000 prover9.py:330(Prover9Exception)
        2    0.000    0.000    0.000    0.000 textwrap.py:165(<listcomp>)
        1    0.000    0.000    0.000    0.000 chart.py:227(TreeEdge)
        1    0.000    0.000    0.018    0.018 bracket_parse.py:30(__init__)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:85(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 core.py:5838(__new__)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 __init__.py:3664(PanedWindow)
        1    0.000    0.000    0.000    0.000 threading.py:329(notify)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:434(keys)
        1    0.000    0.000    0.000    0.000 transitionparser.py:280(TransitionParser)
        4    0.000    0.000    0.000    0.000 logic.py:117(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:3484(Spinbox)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       10    0.000    0.000    0.000    0.000 grammar.py:304(is_lexical)
        1    0.000    0.000    0.000    0.000 semcor.py:18(SemcorCorpusReader)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        1    0.000    0.000    0.000    0.000 textcat.py:54(TextCat)
        1    0.000    0.000    0.000    0.000 util.py:468(OrderedDict)
        1    0.000    0.000    0.000    0.000 erroranalysis.py:11(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        5    0.000    0.000    0.000    0.000 inspect.py:2067(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 punkt.py:323(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:673(__init__)
        1    0.000    0.000    0.000    0.000 logic.py:736(AnyType)
        1    0.000    0.000    0.000    0.000 linearlogic.py:73(Expression)
        3    0.000    0.000    0.000    0.000 internals.py:403(__init__)
        2    0.000    0.000    0.000    0.000 numeric.py:1717(set_string_function)
        1    0.000    0.000    0.000    0.000 resolution.py:97(ResolutionProverCommand)
        2    0.000    0.000    0.000    0.000 {built-in method set_string_function}
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 util.py:1184(SequenceWidget)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:511(__iter__)
        1    0.000    0.000    0.000    0.000 chart.py:336(LeafEdge)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:108(CategorizedBracketParseCorpusReader)
